,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,label,ph,Location,Nitrogen Content    ( kg ha-1),Electrical Conductivity      (dSm-1),Organic Carbon (%)
954,52.16346171,54.00534662,51.70721983,53.39654106,0.407233937,0.376414957,0.419616702,0.380154265,0.022784251,0.02242296,0.022474961,0.023274073,4588.648281,4812.921474,4475.706753,4784.303284,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
955,55.05885627,56.37711864,55.58996049,57.80210228,0.418519045,0.395509218,0.415687272,0.372176281,0.022732668,0.022244245,0.021744415,0.021314859,5113.609606,5316.80954,5141.205119,5521.773987,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
956,55.88153335,57.86546156,55.57209052,57.22208482,0.421764936,0.389084446,0.429658544,0.39424078,0.022900548,0.0202305,0.021886752,0.021879054,5281.96725,5547.429512,5170.604167,5501.793409,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
957,56.90686776,58.23446934,56.32740661,58.84680294,0.410770713,0.384667352,0.423467971,0.380591153,0.021679241,0.0221745,0.02233541,0.021380352,5483.455283,5717.26313,5353.851545,5755.825235,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
958,57.22592692,59.22537645,56.71359555,58.40463374,0.392916198,0.360692539,0.402478173,0.369290289,0.022026952,0.020007648,0.022411051,0.021394543,5489.111769,5762.382756,5378.305083,5684.267622,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
959,59.54588383,61.61882593,59.38706897,60.54773769,0.383664406,0.348223747,0.390211202,0.365288188,0.021119801,0.020321581,0.021361968,0.020707867,5920.913655,6240.277224,5828.343534,6076.578072,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
960,58.60906724,59.74909071,59.20984195,61.084182,0.373498925,0.349124247,0.364387372,0.328438472,0.020543842,0.020100978,0.020130393,0.019184763,5669.17946,5885.670419,5751.993463,6071.808122,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
961,55.92153694,57.22215756,56.46575072,58.79262748,0.423636133,0.401974521,0.422308958,0.376785732,0.022921671,0.021927533,0.021646292,0.020355559,5300.428943,5500.506401,5317.568014,5733.134484,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
962,58.20450669,59.53146141,57.7375,60.35329526,0.396024567,0.369480044,0.401788229,0.359746292,0.02200753,0.021294732,0.021992155,0.02018855,5686.55312,5908.143813,5585.999425,5998.543846,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
963,55.01488464,56.20544482,54.77579023,56.58110861,0.363925316,0.339980123,0.374742337,0.336484845,0.021818559,0.020875397,0.021025326,0.020144346,5032.336763,5207.408289,4929.26893,5235.184077,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
964,58.6833468,59.9778679,58.27198276,60.51205718,0.366305798,0.341338923,0.37565008,0.336875374,0.021379025,0.020473829,0.021352953,0.019666727,5726.069611,5939.72825,5628.798635,5979.60866,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
965,58.10965078,60.99134357,59.32077945,59.76413036,0.381285838,0.32981424,0.363994336,0.350086806,0.020581407,0.018835173,0.019787154,0.019995636,5600.167142,6059.395759,5765.979687,5875.661017,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
966,55.4342221,57.42129192,55.05784842,56.84747581,0.413765169,0.380462291,0.424050518,0.385732969,0.023185255,0.021238128,0.022873417,0.021719449,5205.354071,5473.111879,5076.838631,5426.268331,0,9.12,"Achraya Narendra Dev University Campus,Ayodhya,U.P",128,0.2,0.65
